serial,title,abstract
155,Spinal Cord Leptomeningeal Enhancement as a Marker of Extensive Spinal Cord Involvement in Children With MOGAD,"Background and Objectives Spinal cord leptomeningeal enhancement (LME) can be observed in children with myelin oligodendrocyte glycoprotein antibody–associated disease (MOGAD) and with seronegative myelitis. We investigated whether the presence of spinal cord LME in MOGAD and seronegative myelitis is associated with distinct clinical, CSF, and MRI findings. Methods Study participants were identified among the 490 children and adolescents recruited to the Canadian Pediatric Demyelinating Disease study following an incident attack of CNS demyelination. Inclusion criteria for this study were: (1) evidence of spinal cord lesions on MRI, (2) available postgadolinium MRI sequences, and (3) available MOG and aquaporin-4 (AQP4) antibody results. None of the AQP4 antibody–positive participants met our inclusion criteria and only 1 participant with multiple sclerosis exhibited LME. We therefore focused the study on children with MOGAD and seronegative myelitis and compared the clinical, CSF, and MRI features between participants with and without LME. Results Our cohort included 33 participants with MOGAD (median age 5.9 years, 55% women) and 45 with seronegative myelitis (median age 11.9 years, 33% women). Spinal cord LME was detected in 20/33 (61%) participants with MOGAD and 14/45 (31%) with seronegative myelitis. Among children with MOGAD, those with LME were more likely than those without LME to have longitudinally extensive myelitis ([LETM], 19/20 vs 8/13, p = 0.024); H-sign (15/20 vs 5/13, p = 0.036), tumefactive cord lesions (10/20 vs 1/13, p = 0.021); complete cross-sectional involvement (16/20 vs 5/13, p = 0.026); nodular lesional enhancement (7/20 vs 0/13, p = 0.026); and more spinal cord lesions (p = 0.036). LME in MOGAD was not associated with greater CSF protein content or cell count nor predicted relapse rate or clinical recovery. Children with seronegative myelitis and LME were more likely than those without LME to have tumefactive lesions (6/14 vs 4/31, p = 0.048) and complete cross-section involvement (11/14 vs 13/31, p = 0.028) but did not differ in terms of H-sign, LETM, lesional enhancement, or number of lesions. Discussion The presence of spinal cord LME is associated with more extensive spinal cord abnormalities on MRI in children with MOGAD and to a lesser extent in those with seronegative myelitis. The biological underpinnings of this finding and its clinical implications should be assessed in further studies."
156,"Effects of saffron supplementation on oxidative/antioxidant status and severity of disease in ulcerative colitis patients: A randomized, double‐blind, placebo‐controlled study","Supplementation with saffron helps improve antioxidant status. Oxidative stress plays an important role in ulcerative colitis (UC). The present study aimed to investigate the effect of saffron supplementation on disease severity and Oxidative/Antioxidant factors in patients with UC. This randomized double‐blinded study was conducted on 80 mild to moderate UC patients. Participants were randomly divided into intervention (100 mg saffron/daily) and placebo (100 mg maltodextrin/daily) groups. Of all the participants, 75 completed the study. After 8 weeks, there were significantly increased in the mean score of simple clinical colitis activity index questionnaire (3.83 ± 1.78 to 3 ± 1.60, p = .004), the serum levels of total antioxidant capacity (2.68 ± 0.90 to 2.79 ± 0.87, p = .016), superoxide dismutase (60.69 ± 9.59 to 66.30 ± 10.79, p = .009) and glutathione peroxidase (22.05 ± 14.27 to 29.67 ± 17.97, p = .011) in patients received saffron compared to the placebo group. Whereas, there was no significant difference in serum levels of malondialdehyde between the two groups. Finally, dietary saffron as an alternative therapy may effective in improving antioxidant factors and reducing the severity of disease in UC patients."
157,"Melanoma Cells from Different Patients Differ in Their Sensitivity to Alpha Radiation-Mediated Killing, Sensitivity Which Correlates with Cell Nuclei Area and Double Strand Breaks","Simple Summary This study investigated for the first time the ability of alpha particles to kill melanoma cells from different patients. it was evident that alpha particles can kill melanoma cells with inter-tumor heterogeneity. The cytotoxic effect of alpha radiation was stronger compared to the cytotoxic effect of photon radiation. The cytotoxic effect of alpha radiation was correlated with the formation of DNA double-strand breaks and cell proliferation arrest. Melanoma cells were more resistant to alpha radiation when compared with the response of another skin tumor, squamous cell carcinoma. The results are opening the way for alpha radiation treatment of melanoma with Diffusing alpha Radiation Therapy (Alpha DaRT)."
158,Losing ground: projections of climate-driven bloom shifts and their implications for the future of California’s almond orchards,"Climate change is expected to impact the spring phenology of perennial trees, potentially altering the suitability of land for their cultivation. In this study, we investigate the effects of climate change on the bloom timing of almond orchards, focusing on California, the world's leading region for almond production. By analyzing historical climatic data, employing a model that considers hourly temperatures and fall non-structural carbohydrates to predict bloom dates, and examining various Coupled Model Intercomparison Project Phase 6 (CMIP6) scenarios, we assess the potential impacts of climate shifts on plant phenology and, consequently, on land suitability for almond farming. Our findings reveal that, within the next 30 years, the land suitable for almond production will not undergo significant changes. However, under unchanged emission scenarios, the available land to support almond orchard farming could decline between 48 to 73% by the end of the century. This reduction corresponds with an early shift in bloom time from the average Day of Year (DOY) 64 observed over the past 40 years to a projected earlier bloom between DOY 28–33 by 2100. These results emphasize the critical role climate shifts have in shaping future land use strategies for almond production in Central Valley, California. Consequently, understanding and addressing these factors is essential for the sustainable management and preservation of agricultural land, ensuring long-term food security and economic stability in the face of a rapidly changing climate."
159,IGLON5 Frequency in Idiopathic REM Sleep Behavior Disorder,"Background and Objectives Idiopathic/isolated REM sleep behavior disorder (iRBD) has been strongly linked to neurodegenerative synucleinopathies such as Parkinson disease, dementia with Lewy bodies, and multiple system atrophy. However, there have been increasing reports of RBD as a presenting feature of serious and treatable autoimmune syndromes, particularly IGLON5. This study's objective was to investigate the frequency of autoantibodies in a large cohort of participants with iRBD. Methods Participants were enrolled in the North American Prodromal Synucleinopathy cohort with polysomnography-confirmed iRBD, free of parkinsonism and dementia. Plasma samples were systematically screened for the autoantibodies IGLON5, DPPX, LGI1, and CASPR2 using plasma IgG cell-based assay. Positive or equivocal results were confirmed by repeat testing, plus tissue-based indirect immunofluorescence assay for IGLON5. Results Of 339 samples analyzed, 3 participants (0.9%) had confirmed positive IGLON5 autoantibodies in the cell-based assay, which were confirmed by the tissue-based assay. An additional participant was positive for CASPR2 with low titer by cell-based assay only (of lower clinical certainty). These cases exhibited a variety of symptoms including dream enactment, cognitive decline, autonomic dysfunction, and motor symptoms. In 1 IGLON5 case and the CASPR2 case, evolution was suggestive of typical synucleinopathy, suggesting the possibility that findings were incidental. However, 2 participants with IGLON5 died before diagnosis was clinically suspected, with a final clinical picture highly suggestive of autoimmune disease. Discussion Our finding that nearly 1% of a large iRBD cohort may have a serious but potentially treatable autoantibody syndrome has important clinical implications. In particular, it raises the question of whether autoantibody testing for IGLON-5-IgG should be widely implemented for participants with iRBD, considering the difficulty in diagnosis of autoimmune diseases, their response to treatment, and the potential for rapid disease progression. However, any routine testing protocol will also have to consider costs and potential adverse effects of false-positive findings. Trial Registration Information NCT03623672"
160,Deaths and cardiopulmonary events following colorectal cancer screening—A systematic review with meta-analyses,"Background Colorectal cancer screening programmes (CRCSPs) are implemented worldwide despite recent evidence indicating more physical harm occurring during CRCSPs than previously thought. Therefore, we aimed to review the evidence on physical harms associated with endoscopic diagnostic procedures during CRCSPs and, when possible, to quantify the risk of the most serious types of physical harm during CRCSPs, i.e. deaths and cardiopulmonary events (CPEs). Methods Systematic review with descriptive statistics and random-effects meta-analyses of studies investigating physical harms following CRCSPs. We conducted a systematic search in the literature and assessed the risk of bias and the certainty of the evidence. Results We included 134 studies for review, reporting findings from 151 unique populations when accounting for multiple screening interventions per study. Physical harm can be categorized into 17 types of harm. The evidence was very heterogeneous with inadequate measurement and reporting of harms. The risk of bias was serious or critical in 95% of assessments of deaths and CPEs, and the certainty of the evidence was very low in all analyses. The risk of death was assessed for 57 populations with large variation across studies. Meta-analyses indicated that 3 to 23 deaths occur during CRCSPs per 100,000 people screened. Cardiopulmonary events were assessed for 55 populations. Despite our efforts to subcategorize CPEs into 17 distinct subtypes, 41% of CPE assessments were too poorly measured or reported to allow quantification. We found a tendency towards lower estimates of deaths and CPEs in studies with a critical risk of bias. Discussion Deaths and CPEs during CRCSPs are rare, yet they do occur during CRCSPs. We believe that our findings are conservative due to the heterogeneity and low quality of the evidence. A standardized system for the measurement and reporting of the harms of screening is warranted. Trial registration PROSPERO Registration number CRD42017058844."
161,THE EFFECT OF INTERNAL LIMITING MEMBRANE PEELING ON THE INNER RETINAL LAYERS IN PATIENTS WITHOUT MACULAR PATHOLOGIC CONDITION,"This study evaluated the effect of ILM peeling on the morphology of inner retinal layers. This prospective study is the first one in which ILM peeling was performed on eyes without macular pathologic condition affording insight into the true effect of ILM peeling on the inner retina. Peeling of the ILM causes significant GCL thinning in maculae without pathologic condition before surgery. This effect seems to be immediate and nonprogressive. Background: To examine the effect of internal limiting membrane peeling on the inner retinal layers in patients without macular pathological condition. Methods: A prospective nonrandomized trial of patients undergoing pars plana vitrectomy with internal limiting membrane peeling for pathologic condition outside the macula was performed. Optical coherence tomography including macular ganglion cell layer, inner plexiform layer, and peripapillary retinal nerve fiber layer imaging was performed before surgery, 1, 3, and 6 months postoperatively, and at the end of follow-up (ranges between 4 and 17 months). Patients with any macular pathological condition on optical coherence tomography before surgery were excluded. The main outcome measure was change in thickness of the ganglion cell layer and inner plexiform layer. Results: Ten patients who underwent pars plana vitrectomy with internal limiting membrane peeling for macula-on retinal detachment were included in the analysis. The mean age was 55 years, and the mean follow up was 10.8 months. All patients completed at least two postoperative follow-up visits that included an optical coherence tomography as per the protocol (range 2–6 months). There was an immediate reduction in the global (G), inferotemporal, superotemporal, and superior (S) ganglion cell layer thickness at the first follow up as compared with the preoperative state (P = 0.028, P = 0.027, P = 0.026, and P = 0.027 respectively). From the first follow-up visit onward until the final follow-up, the thinning persisted, although there was no further statistically significant thinning. Conclusion: Peeling of the internal limiting membrane causes significant ganglion cell layer thinning in maculae without pathologic condition before surgery. At up to 17 months of follow-up, this effect seems to be immediate and nonprogressive."
162,High rates of health care utilization in pediatric multiple sclerosis: A Canadian population-based study,"We aimed to compare health care utilization of children with pediatric-onset multiple sclerosis to that of age, sex and geographically-matched children without multiple sclerosis. Using population-based administrative data from Ontario, Canada for the period 2003–2014, we applied a validated case definition to identify persons aged ≤18 years with multiple sclerosis. We identified up to 5 children without multiple sclerosis matched on sex, age, and region of residence. In each cohort, we determined annual rates of any hospitalization and physician services use. Using general linear models we compared utilization rates adjusting for age, sex, region, socioeconomic status and year. Subsequently, we limited the analysis to incident cases of multiple sclerosis and their matches, and compared rates of utilization in the year of multiple sclerosis diagnosis, and the three years thereafter. We identified 659 youth with multiple sclerosis (428 incident cases), and 3,294 matched controls. Two-thirds of both cohorts were female. After adjustment for sociodemographic factors and year, the multiple sclerosis cohort was more likely to be hospitalized than the matched cohort (odds ratio 15.2; 95%CI: 12.0, 19.1), and had higher rates of ambulatory physician visits (rate ratio 4.58; 95%CI: 4.26, 4.92). The odds of hospitalization (odds ratio 40.1; 95%CI: 27.1, 59.5) and physician visits (rate ratio 5.14; 95%CI: 4.63, 5.71) were markedly elevated in the year of MS diagnosis, declining thereafter but remaining elevated versus the matched cohort. Children with multiple sclerosis have substantially elevated rates of health care utilization as compared to matched children without multiple sclerosis, over calendar time and throughout the early disease course."
163,Continuous 24-hour intraocular pressure monitoring in normal Chinese adults using a novel contact lens sensor system,"Aims To investigate the physiological nyctohemeral intraocular pressure (IOP) rhythms of normal Chinese adults using a novel contact lens sensor system (CLS) that can output IOP in millimetres of mercury (mm Hg) continuously. Methods Fifty-nine eyes of 59 normal Chinese adults completed 24-hour IOP monitoring using the novel CLS. A descriptive analysis was conducted on the 24-hour IOP mean, peak and acrophase, trough and bathyphase, fluctuation, and mean amplitude of intraocular pressure excursion (MAPE). The continuous data were analysed at several periods (diurnal period, 08:00–20:00 hours; nocturnal period, 22:00–06:00 hours; sleep time, 0:00–06:00 hours), and compared between right and left eyes, males and females, and different age ranges (<30, and ≥30), respectively. Results Normal adults had a lower peak, higher trough, smaller fluctuation and smaller MAPE (p<0.05 for all comparisons) but non-significantly different mean (p=0.695) in the nocturnal period or sleep time compared with the diurnal period. The 24-hour IOP peak and trough showed the frequency of occurrence ranging from 1.69% to 15.25% at an interval of 2 hours. No IOP parameter showed significant difference between right and left eyes (p>0.1 for all comparisons). The male group had larger 24-hour and diurnal IOP fluctuation and MAPE (p<0.05 for all comparisons). Subjects aged 30 or over had higher 24-hour and diurnal mean, higher peak, and larger MAPE (p<0.05 for all comparisons). Conclusion Continuous 24-hour IOP output from the CLS in normal Chinese was stable with a comparable mean level between day and night, as well as scattered acrophase and bathyphase. The 24-hour IOP mean increased with age, and IOP variations were positively correlated to age and male sex."
164,Potential causal associations between vitamin D and uric acid: Bidirectional mediation analysis,"Vitamin D deficiency, a major public-health worldwide, is associated with hyperuricemia but casual association is questioned. The study was conducted to determine potential causal associations between 25-hydroxy vitamin D (25(OH)D) and uric acid (UA). A cross-sectional study of the Electricity Generating Authority of Thailand (EGAT3) cohort was conducted. Subjects (n = 2,288) were used to genotype the group-specific component (GC) at rs2282679 and ATP-binding cassette subfamily G member 2 (ABCG2) at rs2231142. Mediation analysis with 1000-replication bootstrap was applied to construct causal pathways i.e., rs2282679 → 25(OH)D → UA and rs2231142 → UA → 25(OH)D: The mediator (i.e., 25(OH)D and UA) was firstly regressed on the studied gene (i.e., rs2282679 and rs2231142). A potential causal effect of C allele on UA through 25(OH)D was −0.0236 (95% CI: −0.0411, −0.0058), indicating every minor C allele resulted in decreasing the 25(OH)D and then significantly decreased the UA by 0.0236 unit. For the second pathway, the mediation effect was 0.0806 (95% CI: 0.0107, 0.1628); every T allele copy for rs2231142 increased UA and thus increased 25(OH)D by 0.0806 unit. Our study suggested potential causal associations between the GC gene and UA through the 25(OH)D mediator and the ABCG2 and the 25(OH)D through the UA mediator but the absolute effects are very clinically small."
165,Comparison of toric intraocular lens calculation with the integrated K method and three single biometric devices,"Using a median anterior surface keratometry value derived from 3 different devices shows improvement in accuracy and precision in toric IOL prediction compared with any single contributing device. Purpose: To compare astigmatic outcomes using the Integrated K method and anterior surface keratometry from 3 different biometric devices. Setting: Lions Eye Institute, Perth, Australia. Design: Retrospective case series. Methods: Eyes of patients who underwent uneventful cataract surgery were analyzed. Predicted postoperative astigmatism was calculated for Integrated K method, IOLMaster 700, Lenstar and Pentacam. The mean centroid error in predicted postoperative refractive astigmatism (PE), mean absolute PE and percentage of eyes within 0.5 diopter (D), 0.75 D and 1 D of absolute magnitude of PE were compared. A subset analysis was done where the difference in cylinder magnitude between the 2 methods was more than 0.25 D. Spherical prediction outcomes were also analyzed. Results: 241 eyes of 139 patients were included in the study. The mean centroid PE of Integrated K method (−0.07 @ 69) was significantly different from IOLMaster and Pentacam. The mean absolute PE with Integrated K method (0.33 ± 0.17) was significantly lower than all 3 devices. The percentage of eyes within 0.5 D and 0.75 D of absolute magnitude of PE was 82% and 99% for Integrated K method, 76% and 95% for IOLMaster and Lenstar, and 60% and 86% for Pentacam. In the subset analysis, the improvement in accuracy of the Integrated K method compared with a single device was greater in terms of the percentage of eyes predicted within 0.5 D. The Integrated K method did not impact the spherical prediction outcomes. Conclusions: The integrated K method is more accurate and precise than anterior surface keratometry from a single biometric device."
166,Optical Coherence Tomography Angiography for the Differentiation of Glaucoma from Pituitary Macroadenoma Related Optic Disc Measurements.,"OBJECTIVE
To determine the potential of optical coherence tomography (OCT) and OCT angiography (OCTA) to distinguish between glaucoma and pituitary macroadenoma by optic disc appearance.


METHODS
This prospective case-control study comprised 31 patients: 23 with glaucoma (18 male, 5 female) and 8 with pituitary macroadenoma and chiasmatic compression (3 male, 5 female). The corresponding mean ages were 72.8 years (range 58-90) and 60.7 years (range 43-73). All participants underwent complete ophthalmological examination, spectral domain OCT and OCTA, and visual field testing. Clinical, imaging, and visual field results were compared between the groups.


RESULTS
On OCT analysis, the glaucoma group had relatively lower peripapillary retinal nerve fiber layer (RNFL) thickness (65.79 ± 15.46, 86.0 ± 11.37, respectively, P = .002) and lower rim area (1.00 ± 0.22 mm2 and 1.2 ± 0.15 mm2, respectively, P = .005). On OCTA, peripapillary vessel density was significantly lower in all quadrants in the glaucoma group. The significance of these between-group differences was maintained when patients were stratified by visual field mean deviation.


CONCLUSIONS
This is the first comparative analysis of optic disc morphology between glaucoma and pituitary macroadenoma using combined OCT and OCTA. The results yielded lower peripapillary RNFL thickness, lower rim area, and lower peripapillary vessel density in the glaucoma group. These parameters may aid in the initial differentiation between these two optic neuropathies."
167,The fungal gut microbiota in pediatric-onset multiple sclerosis,"Evidence suggests that the gut microbiome may play a role in multiple sclerosis (MS). However, the majority of the studies have focused on gut bacterial communities; none have examined the fungal microbiota (mycobiota) in persons with pediatric-onset multiple sclerosis (POMS). We examined the gut mycobiota in persons with and without POMS through a cross-sectional examination of the gut mycobiota from 46 participants’ stool samples (three groups: 18 POMS, 13 acquired monophasic demyelinating syndromes [monoADS], and 15 unaffected controls). Using metataxonomic sequencing of the fungal internal transcribed spacer region 2, the fungal profiles were compared between participants using visualizations, statistical tests, and predictive analysis. While the mycobiome α- (Shannon and inverse Simpson indices) and β-diversity differed across the three groups [analysis of variance (ANOVA), p < 0.05], further post-hoc analysis of the β-diversity identified a difference between monoADS vs. POMS participants [p = 0.005 (adjusted)]. At the genus level of taxonomy, 7 out of 10 of the majority of abundant genera were similar among all three groups, with Saccharomyces spp. and Candida spp. being in the highest abundance. The Agaricus genus was especially high in POMS participants, dominated primarily due to the species Agaricus bisporus (widely consumed as white button mushrooms). The commonality of high abundance fungi found in our cohort suggests a possible connection to diet. Predictive modeling of differential abundance associated with Candida albicans, Cyberlindera jadinii, and Fusarium poae revealed that these fungi were strongly associated with the POMS participants. Our study provides novel insight into the fungal gut mycobiota in POMS. While findings indicate that the gut mycobiome of participants with POMS may largely comprise fungi considered transient from the diet, the differential predictive analysis suggested rare or under-detected fungal markers being of potential importance, warranting consideration in future mycobiome-MS-related studies."
168,Comparative effectiveness analysis of two regional analgesia techniques for the pain management of isolated multiple rib fractures,"Background: Catheter-based regional analgesia has been proposed as an alternative to systemic analgesia for patients with multiple rib fractures (MRF). This study sought to compare the efficacy of regional techniques for decreasing pain and improving clinical outcomes. Study design: This was a multi-institutional, retrospective cohort study of adult (≥18 years) patients admitted to four nonacademic trauma centers over two years (from 07/1/2014 to 06/30/2016). Study inclusion was MRF (≥3 fractures) with no other severe injuries. Two primary regional analgesia techniques were utilized and compared: continuous intercostal nerve blocks (CINB) and epidural (EPI) analgesia. The primary outcome, average pain scores on treatment, was examined using a repeated measures, linear regression mixed model. Secondary outcomes included hospital LOS, ICU LOS, ICU admission and hospital readmission, pulmonary complications, and incentive spirometry volumes during treatment, and were examined with univariate statistics. Results: There were 339 patients with isolated MRF; 85 (25%) required regional analgesia (CINB, n=41; EPI, n=44) and the remaining 75% received systemic analgesia only (IV, n=195; PO, n=59). There were demographic and clinical differences between regional analgesia and systemic analgesia groups; on the contrary, there were no demographic or clinical differences between the CINB and EPI groups. Adjusted pain scores were similar for the EPI and CINB groups (4.0 vs 4.4, p=0.49). Secondary outcomes were worse in the EPI group compared to the CINB group: less improvement in incentive spirometry volume (p=0.004), longer ICU LOS (p=0.03), longer hospital LOS (p<0.001), and more ICU admission (p<0.001). Conclusion: In patients requiring regional analgesia, pain management was equivalent with CINB and EPI, but CINB was associated with significantly better clinical outcomes. CINB might offer an efficient alternative for pain control in patients with MRF."
169,Clinical and genetic study of hereditary spastic paraplegia in Canada,"Objective: To describe the clinical, genetic, and epidemiologic features of hereditary spastic paraplegia (HSP) in Canada and to determine which clinical, radiologic, and genetic factors determine functional outcomes for patients with HSP. Methods: We conducted a multicenter observational study of patients who met clinical criteria for the diagnosis of HSP in the provinces of Alberta, Ontario, and Quebec from 2012 to 2015. Characteristics of the participants were analyzed using descriptive statistics. The main outcome measure for a subset of the cohort (n = 48) was the Spastic Paraplegia Rating Scale. We also used the SPATAX-EUROSPA disability stage (disability score) to assess disability (n = 65). Results: A total of 526 patients were identified with HSP across the country, and 150 patients had a confirmed genetic diagnosis. Mutations were identified in 15 different genes; the most common were SPAST (SPG4, 48%), ATL1 (SPG3A, 16%), SPG11 (8%), SPG7 (7%), and KIAA0196 (SPG8, 5%). The diagnosis of SPG4 was associated with older age at symptom onset (p = 0.0017). SPG4 and SPG3A were less associated with learning disabilities compared to other subtypes of HSP, and SPG11 was strongly associated with progressive cognitive deficits (odds ratio 87.75, 95% confidence interval 14.04–548.24, p < 0.0001). SPG3A was associated with better functional outcomes compared to other HSP subtypes (p = 0.04) on multivariate analysis. The strongest predictor of significant disability was abnormal brain MRI (p = 0.014). Conclusions: The most important predictors of disability in our HSP cohort were SPG11 mutations and abnormal brain MRI. Accurate molecular characterization of well-phenotyped cohorts and international collaboration are essential to establish the natural history of these rare neurodegenerative disorders."
170,EDP-938 Has a High Barrier to Resistance in Healthy Adults Experimentally Infected with Respiratory Syncytial Virus,"Abstract Background EDP-938 is an oral once-daily RSV nucleoprotein (N) inhibitor with potent antiviral activity. In a human RSV challenge trial, EDP-938 significantly reduced viral load and symptom severity. During antiviral development, it is critical to understand the propensity for resistance to develop. In vitro studies of EDP-938 suggest a higher barrier to resistance as compared to RSV fusion inhibitors. We evaluated the development of viral resistance to EDP-938 in a human challenge trial. Methods A subset of the 124 participants with RSV infection were chosen for genetic analysis; 159 nasal wash samples from 48 participants were analyzed using next-generation sequencing of the N gene of RSV. Of the 48 participant sampled, 37 were from EDP-938–treated and 11 were placebo-treated participants, representing 45% and 26% of the participants, respectively. The effects of treatment-emergent mutations on viral load, EDP-938 efficacy, and viral fitness were evaluated. Results Two of the 37 EDP-938–treated participants with samples sequenced had treatment-emergent mutations: N:L139I and N:E112G. From in vitro analysis, N:L139I reduced sensitivity to EDP-938 by approximately 10-fold, while N:E112G had no effect. However, N:L139I was associated with a reduction in viral fitness, suggesting clinical resistance is associated with fitness costs. Neither of these variants were associated with reduced viral clearance. Conclusions In human RSV infections treated with EDP-938, emergence of RSV variants with reduced sensitivity to EDP-938 occurred in only 1 participant and was associated with reduced viral fitness. EDP-938's high barrier to resistance highlights its robust mechanism of action. Clinical Trials Registration NCT03691623."
171,Data-driven model validation for neutrino-nucleus cross section measurements,"Neutrino-nucleus cross section measurements are needed to improve interaction modeling to meet the precision needs of neutrino experiments in efforts to measure oscillation parameters and search for physics beyond the Standard Model. We review the difficulties associated with modeling neutrino-nucleus interactions that lead to a dependence on event generators in oscillation analyses and cross section measurements alike. We then describe data-driven model validation techniques intended to address this model dependence. The method relies on utilizing various goodness-of-fit tests and the correlations between different observables and channels to probe the model for defects in the phase space relevant for the desired analysis. These techniques shed light on relevant mismodeling, allowing it to be detected before it begins to bias the cross section results. We compare more commonly used model validation methods which directly validate the model against alternative ones to these data-driven techniques and show their efficacy with fake data studies. These studies demonstrate that employing data-driven model validation in cross section measurements represents a reliable strategy to produce robust results that will stimulate the desired improvements to interaction modeling.
 
 
 
 
 Published by the American Physical Society
 2025"
172,UNVEILING THE NATURE OF CARBON DECOMPOSITION ON DIFFERENT ORGANIC MANURE SOURCES: THE IMPACT OF TEMPERATURE REGIMES IN A SUBTROPICAL CLIMATE,"Organic sources are vital for crop nutrient management, but nutrient release from organic manure depends on temperature and other factors. We conducted a laboratory incubation study to investigate how temperature (15, 25, 35°C) affects the decomposition of common organic manure, which has not yet been explored in Bangladesh. The organic manures used in this study are poultry manure (PM), vermicompost (VC), bio-slurry (BS), cow dung (CD), water hyacinth compost (WHC) and rice straw compost (RSC), which were compared with a control treatment (only soil). Carbon mineralisation and CO2 emission from microbial respiration varied among organic manures and temperature regimes. The RSC- and WHC-treated soils had a higher C mineralisation than the other manures at 35°C. The mineralisation of C among the organic manures followed the order: RSC > WHC > CD > VC > BS > PM > control. Among the temperature regimes, C mineralisation followed the order 35°C > 25°C > 15°C. Manure mineralisation was associated with mineralisable C pools (carbon availability factor, Caf), and 16.4–36.5% organic C was released. Irrespective of temperature regimes, the highest easily mineralisable Caf was recorded in PM-amended soil, followed by VC-amended soil. RSC had the lowest Caf under all temperature regimes. The Caf values of all incubated manures were higher under a 35°C temperature regime. Compost preparation from organic manure and its utilisation as an integrated nutrient management component can play essential roles in mitigating climate change, reducing environmental degradation, and building more sustainable and resilient agrifood systems."
173,GALC variants affect galactosylceramidase enzymatic activity and risk of Parkinson’s disease,"The association between glucocerebrosidase (GCase), encoded by GBA, and Parkinson's disease highlights the role of the lysosome in Parkinson's disease pathogenesis. Genome-wide association studies (GWAS) in Parkinson's disease have revealed multiple associated loci, including the GALC locus on chromosome 14. GALC encodes the lysosomal enzyme galactosylceramidase (GalCase), which plays a pivotal role in the glycosphingolipid metabolism pathway. It is still unclear whether GALC is the gene driving the association in the chromosome 14 locus, and if so, by which mechanism. We first aimed to examine whether variants in the GALC locus and across the genome are associated with GalCase activity. We performed a GWAS in two independent cohorts from a)Columbia University and b)the Parkinson's Progression Markers Initiative study, followed by a meta-analysis with a total of 1,123 Parkinson's disease patients and 576 controls with available data on GalCase activity. We further analyzed the effects of common GALC variants on expression and GalCase activity using colocalization methods. Mendelian randomization was used to study whether GalCase activity may be causal in Parkinson's disease. To study the role of rare GALC variants we analyzed sequencing data from a total of 5,028 Parkinson's disease patients and 5,422 controls. Additionally, we studied the functional impact of GALC knock-out on alpha-synuclein accumulation and on GCase activity in neuronal cell models and performed in silico structural analysis of common GALC variants associated with altered GalCase activity. The top hit in Parkinson's disease GWAS in the GALC locus, rs979812, is associated with increased GalCase activity (b=1.2; se=0.06; p=5.10E-95). No other variants outside the GALC locus were associated with GalCase activity. Colocalization analysis demonstrated that rs979812 was also associated with increased GalCase expression. Mendelian randomization suggested that increased GalCase activity may be causally associated with Parkinson's disease (b=0.025, se=0.007, p=0.0008). We did not find an association between rare GALC variants and Parkinson's disease. GALC knockout using CRISPR-Cas9 did not lead to alpha-synuclein accumulation, further supporting that increased rather than reduced GalCase levels may be associated with Parkinson's disease. The structural analysis demonstrated that the common variant p.I562T may lead to improper maturation of GalCase affecting its activity. Our results nominate GALC as the gene associated with Parkinson's disease in this locus and suggest that the association of variants in the GALC locus may be driven by their effect of increasing GalCase expression and activity. Whether altering GalCase activity could be considered as a therapeutic target should be further studied."
174,Comprehensive analysis of intra-arterial treatment for acute ischemic stroke due to cervical artery dissection,"Objective The safety and efficacy of intra-arterial treatment (IAT) in patients with acute ischemic stroke (AIS) due to cervical artery dissection (CeAD) has not been formally studied. The purpose of this study was twofold: first, describe a large series with CeAD treated with IAT; second, analyze outcomes with CeAD receiving IAT versus (a) CeAD not treated with IAT, (b) CeAD receiving intravenous thrombolysis (IVT) alone, and (c) non-CeAD mechanism of AIS receiving IAT. Design Demographics, clinical characteristics, treatment, and outcomes were summarized for all CeAD patients treated with IAT from January 2010 to May 2015. Outcomes included favorable 90 day modified Rankin Scale (mRS) score of 0–2, symptomatic intracerebral hemorrhage (sICH), recanalization (Thrombolysis in Cerebral Infarction 2b-3), procedural complications, and mortality. Outcomes were analyzed with χ2 tests and multivariate logistic regression. Results There were 161 patients with CeAD: 24 were treated with IAT and comprised our target population. Dissections were more common in the internal carotid (n=18) than in the vertebral arteries (n=6). All but one patient had intracranial embolus. IAT techniques included thrombectomy (n=19), IA thrombolysis (n=17), stent (n=14), and angioplasty (n=7). Outcomes included favorable 90 day mRS score of 0–2 in 63%, 4 deaths, 1 sICH, and 3 procedural complications. After adjustment, favorable mRS in our target population was similar to comparison populations: (a) in CeAD, IAT versus no IAT (OR 0.62, p=0.56); (b) In CeAD, IAT versus IVT alone (OR 1.32, p=0.79); and (c) IAT in CeAD versus non-CeAD mechanism of AIS (OR 0.58, p=0.34). Conclusions IAT is a valid alternative therapeutic option for AIS caused by CeAD due to the low complication rate and excellent outcomes observed in this study."
